iter	Logloss
664	0.3693945584
665	0.3691935932
666	0.3688987614
667	0.3685222322
668	0.3683020772
669	0.3679801112
670	0.3677782302
671	0.3674655387
672	0.3672063976
673	0.3670183623
674	0.366856037
675	0.3667237881
676	0.3665503525
677	0.3663468046
678	0.3661996827
679	0.3659280043
680	0.3657278026
681	0.3655749126
682	0.3652907422
683	0.365288094
684	0.3651419824
685	0.3649539885
686	0.3647394236
687	0.3645433504
688	0.3643665041
689	0.3638429856
690	0.3637397711
691	0.3635224316
692	0.3632923972
693	0.3629620015
694	0.3627060842
695	0.3625593703
696	0.3621979316
697	0.3618195832
698	0.3615954913
699	0.3613902768
700	0.3611509673
701	0.3608959181
702	0.3607006086
703	0.3604621224
704	0.3602802186
705	0.359853903
706	0.3595785983
707	0.3594170054
708	0.3592489784
709	0.3590392236
710	0.3588715769
711	0.358695251
712	0.3583474842
713	0.3580903317
714	0.3579604867
715	0.3576369457
716	0.357176766
717	0.3569094704
718	0.3566474019
719	0.3563828428
720	0.3562356519
721	0.3558510343
722	0.3555715356
723	0.3554067661
724	0.3552990536
725	0.3550010578
726	0.3547762608
727	0.3544350396
728	0.354205578
729	0.3538596297
730	0.3536704649
731	0.3534898695
732	0.3532858538
733	0.3530565811
734	0.3528141489
735	0.3526729008
736	0.3522929614
737	0.3521060622
738	0.3517032913
739	0.3514183027
740	0.3512704589
741	0.3510467069
742	0.350859446
743	0.3506886975
744	0.3505224583
745	0.3502510804
746	0.3500311551
747	0.3498578619
748	0.3495275494
749	0.3492722248
750	0.3488863454
751	0.3485820057
752	0.3482259592
753	0.3480493009
754	0.3477448991
755	0.3475826782
756	0.3472928269
757	0.3471234238
758	0.3468351226
759	0.3466118112
760	0.3465141272
761	0.3462201535
762	0.3459270717
763	0.3457738362
764	0.3454275131
765	0.345139232
766	0.3449022448
767	0.3446626998
768	0.3444772137
769	0.3442091107
770	0.3439895839
771	0.3436139963
772	0.343434111
773	0.3432347768
774	0.3431553182
775	0.3429144974
776	0.3427282978
777	0.342558725
778	0.3424058447
779	0.3422412892
780	0.3420849103
781	0.3418712641
782	0.3416486833
783	0.3414045367
784	0.3410801671
785	0.3409130841
786	0.3407102785
787	0.3405343979
788	0.3404461215
789	0.3401827422
790	0.339945494
791	0.3397698469
792	0.3395981996
793	0.3394022388
794	0.3390922486
795	0.3388750261
796	0.338711137
797	0.3386505652
798	0.3385308802
799	0.3381823016
800	0.3380310337
801	0.3379101992
802	0.3377636468
803	0.3375678717
804	0.3371186114
805	0.3369625903
806	0.3366602927
807	0.3365633992
808	0.3363599858
809	0.336188582
810	0.3360303977
811	0.3359111134
812	0.3358116233
813	0.3355329195
814	0.3352877982
815	0.3350646328
816	0.3348592076
817	0.3346553233
818	0.3344894319
819	0.3342000579
820	0.3339688278
821	0.3337462944
822	0.333611399
823	0.3333181712
824	0.3331678382
825	0.3329534557
826	0.3327436347
827	0.3325731455
828	0.3324378309
829	0.3322590328
830	0.3321227099
831	0.3319598523
832	0.3315198462
833	0.3313099633
834	0.3311849944
835	0.3309409431
836	0.3306471417
837	0.3304258739
838	0.3300987042
839	0.3299075466
840	0.329745467
841	0.3295720595
842	0.3293153862
843	0.3290862318
844	0.3288686244
845	0.328730564
846	0.328537338
847	0.328452215
848	0.3281926354
849	0.3280183255
850	0.3277913104
851	0.3276799455
852	0.3275617319
853	0.327387401
854	0.3271622627
855	0.3268560745
856	0.3266820925
857	0.3264500972
858	0.3263080995
859	0.3261241797
860	0.3259076565
861	0.3256145231
862	0.3253393468
863	0.3252108124
864	0.3250079012
865	0.3246686845
866	0.3244852301
867	0.3242059772
868	0.323977741
869	0.3236961452
870	0.3235716905
871	0.3234227983
872	0.3231454737
873	0.3227160564
874	0.3223754277
875	0.3223046687
876	0.3221292726
877	0.3219036074
878	0.3217774797
879	0.3214733996
880	0.3212988156
881	0.3212806542
882	0.3210413963
883	0.3209324796
884	0.3207960807
885	0.320636232
886	0.320468584
887	0.3203313956
888	0.320032921
889	0.3197016066
890	0.3194888406
891	0.3192718739
892	0.3189671368
893	0.3186607794
894	0.3184519682
895	0.3183838216
896	0.3180818877
897	0.317972592
898	0.3177717777
899	0.3175740834
900	0.3174845596
901	0.3172616816
902	0.3171160018
903	0.3168667622
904	0.3168059933
905	0.316689427
906	0.31653582
907	0.3161839823
908	0.3159441149
909	0.3158129474
910	0.3157018852
911	0.3154535747
912	0.3152501813
913	0.315031566
914	0.3148629668
915	0.3147792455
916	0.3146013535
917	0.3144407984
918	0.3142856426
919	0.3140201575
920	0.313899953
921	0.3137165353
922	0.3135631611
923	0.3133552682
924	0.3132739357
925	0.313177597
926	0.3129272974
927	0.3126552978
928	0.3123677223
929	0.3122575
930	0.3120131477
931	0.3118756838
932	0.311780596
933	0.3115937152
934	0.3114149709
935	0.311291477
936	0.3111536041
937	0.3109534412
938	0.3108938084
939	0.3107395444
940	0.3103899
941	0.3101159714
942	0.3098578795
943	0.3095899191
944	0.309459793
945	0.3093115768
946	0.309177417
947	0.3090044887
948	0.3087439044
949	0.3085332314
950	0.3083003335
951	0.3080898358
952	0.307719236
953	0.3073793855
954	0.3070996817
955	0.3068809824
956	0.3067291915
957	0.3065055133
958	0.3063851686
959	0.3060460553
960	0.3058369231
961	0.3057335917
962	0.3056021853
963	0.3053361093
964	0.3051440638
965	0.3049318886
966	0.3047202276
967	0.3045022972
968	0.3043515702
969	0.3042323685
970	0.3040838813
971	0.3037616407
972	0.3034554309
973	0.3031121932
974	0.3029457587
975	0.3026941296
976	0.3025449418
977	0.3023261006
978	0.3021865175
979	0.3020177593
980	0.3018374838
981	0.3016742678
982	0.3015780922
983	0.3014579384
984	0.3011904573
985	0.3010316469
986	0.3010153029
987	0.3009093457
988	0.3007525239
989	0.3005553602
990	0.3003993423
991	0.3002408904
992	0.3000345507
993	0.2998951828
994	0.2997102139
995	0.2995212179
996	0.2993250192
997	0.2990249219
998	0.2987691168
999	0.2985466911
